rep	pop	S	n1	next	theta	pi	thetaH	Hprime	tajd	fulif	fulid	fulifs	fulids	rm	rmmg	nhaps	hdiv	wallb	wallq	rosasrf	rosasru	zns	unique	shared	fixed	Fst
8	0	4525	569	558	873.995	1009.6	1217.43	-0.409078	0.530025	1.01697	1.13503	0.932444	0.976932	409	0	99	0.999798	0.139257	0.232707	0.110306	0.110329	0.0192342	1096	nan	nan	nan
8	1	5984	1046	1036	1155.8	1171.54	1232.24	-0.0903695	0.0465341	0.230949	0.32574	0.21498	0.286179	571	0	97	0.999394	0.0887515	0.15391	0.096151	0.0961674	0.0150548	2293	2780	0	0.0332044
9	0	4700	639	629	907.795	1068.23	1228.04	-0.302852	0.603737	0.952372	0.964283	0.876329	0.833192	445	0	98	0.999596	0.135774	0.228085	0.112291	0.112311	0.0190196	1158	nan	nan	nan
9	1	5846	945	937	1129.14	1180.9	1161.44	0.0296525	0.156619	0.425384	0.534745	0.396979	0.471543	560	0	94	0.998788	0.0874251	0.154294	0.0993962	0.0994095	0.0163729	2116	2841	0	0.0348936
rep	pop	S	n1	next	theta	pi	thetaH	Hprime	tajd	fulif	fulid	fulifs	fulids	rm	rmmg	nhaps	hdiv	wallb	wallq	rosasrf	rosasru	zns	unique	shared	fixed	Fst
0	0	4889	634	622	944.3	1142.23	1212.82	-0.128598	0.716089	1.08451	1.07184	0.995228	0.921759	449	0	98	0.999596	0.128478	0.214768	0.115527	0.115551	0.0198273	1124	nan	nan	nan
0	1	6037	1089	1083	1166.03	1189.31	1191.34	-0.00299672	0.068199	0.179555	0.223803	0.174236	0.207403	589	0	99	0.999798	0.0836647	0.145436	0.0967107	0.0967203	0.0152807	2093	3015	0	0.0306412
1	0	4929	644	626	952.026	1144.8	1275.89	-0.236889	0.691772	1.07277	1.07547	0.973101	0.908024	452	0	98	0.999596	0.13961	0.231487	0.11483	0.114865	0.0190993	1149	nan	nan	nan
1	1	6047	1060	1036	1167.97	1233.61	1277.02	-0.0639617	0.192028	0.333207	0.355101	0.288155	0.279221	598	0	96	0.999192	0.0936156	0.161898	0.100263	0.100302	0.0160857	2062	3009	0	0.032724
2	0	4786	593	564	924.406	1186.21	1313.57	-0.237031	0.967524	1.32494	1.22425	1.18367	1.00307	456	0	98	0.999596	0.15256	0.255328	0.122696	0.122754	0.0221519	1117	nan	nan	nan
2	1	5953	930	923	1149.81	1291.74	1259.07	0.0488951	0.421767	0.631577	0.619918	0.589573	0.548048	591	0	96	0.999192	0.103663	0.179069	0.10694	0.106951	0.016557	2065	2955	0	0.0434024
3	0	4616	511	504	891.571	1114.66	1192.43	-0.150046	0.85481	1.34813	1.3648	1.24691	1.18892	441	0	95	0.99899	0.142579	0.243284	0.119639	0.119653	0.020275	1084	nan	nan	nan
3	1	6113	1193	1180	1180.71	1207.19	1212.14	-0.00720913	0.0766301	0.0453599	0.00189951	0.0404245	-0.000830298	595	0	99	0.999798	0.0901505	0.160968	0.0968009	0.0968218	0.0147223	2295	2864	0	0.0337956
4	0	4708	513	512	909.341	1148.53	1226.34	-0.147214	0.898581	1.37784	1.37198	1.28662	1.21349	436	0	97	0.999394	0.145103	0.243415	0.12089	0.120892	0.0210912	1054	nan	nan	nan
4	1	6155	1179	1160	1188.83	1232.53	1226.81	0.008284	0.125609	0.120157	0.0762096	0.100388	0.0500139	594	0	98	0.999596	0.0893728	0.157433	0.0982205	0.0982508	0.0149445	2233	2940	0	0.0377702
5	0	4758	618	592	918.998	1131.02	1217.08	-0.161104	0.788168	1.15454	1.11728	1.03177	0.918756	440	0	98	0.999596	0.146521	0.242329	0.117564	0.117618	0.0205448	1129	nan	nan	nan
5	1	5876	964	952	1134.94	1192.8	1211.52	-0.0283729	0.174212	0.417843	0.506535	0.383838	0.437601	574	0	96	0.999192	0.100596	0.173587	0.0998726	0.0998921	0.017622	2092	2910	0	0.0385073
6	0	4568	580	576	882.3	1096.53	1106.22	-0.018885	0.829472	1.16119	1.08989	1.08107	0.959716	427	0	97	0.999394	0.128312	0.215193	0.118761	0.118769	0.0189265	1082	nan	nan	nan
6	1	5584	975	952	1078.54	1124.79	1141.85	-0.027221	0.146525	0.315474	0.368627	0.27023	0.288854	545	0	95	0.99899	0.0938563	0.15813	0.0989816	0.0990219	0.0154413	1937	2813	0	0.0292253
7	0	4748	613	603	917.067	1143.89	1188.82	-0.0842797	0.844963	1.16098	1.07534	1.06942	0.929732	478	0	97	0.999394	0.132083	0.224094	0.119176	0.119197	0.0202378	1040	nan	nan	nan
7	1	6028	959	955	1164.3	1252.62	1186.49	0.0977304	0.259202	0.503431	0.564955	0.475807	0.507644	594	0	99	0.999798	0.0905923	0.155607	0.102319	0.102325	0.0158042	2099	2952	0	0.037752
8	0	4656	610	598	899.297	1102.09	1276.51	-0.333655	0.770376	1.10333	1.05192	1.01167	0.902812	424	0	100	1	0.147154	0.242698	0.117048	0.117074	0.020975	1125	nan	nan	nan
8	1	5808	1101	1083	1121.8	1153	1282.37	-0.19843	0.0950271	0.122888	0.108696	0.102621	0.0779952	552	0	97	0.999394	0.0976408	0.168733	0.0973782	0.0974082	0.0152368	2074	2801	0	0.0349718
9	0	4435	581	558	856.611	1050.62	1180.93	-0.261683	0.773698	1.13181	1.09425	1.01345	0.902812	410	0	99	0.999798	0.147722	0.243968	0.117146	0.117195	0.0197291	1103	nan	nan	nan
9	1	5912	1091	1075	1141.89	1163.77	1200.69	-0.0556292	0.0654795	0.153104	0.18409	0.133892	0.148855	545	0	99	0.999798	0.0891558	0.156292	0.0965919	0.0966184	0.0156418	2317	2693	0	0.0489652
rep	pop	S	n1	next	theta	pi	thetaH	Hprime	tajd	fulif	fulid	fulifs	fulids	rm	rmmg	nhaps	hdiv	wallb	wallq	rosasrf	rosasru	zns	unique	shared	fixed	Fst
0	0	5045	638	618	974.432	1157.82	1346.62	-0.333343	0.642984	1.09063	1.14884	0.986314	0.967179	478	0	99	0.999798	0.142546	0.23449	0.113492	0.11353	0.0176547	1231	nan	nan	nan
0	1	6068	975	966	1172.02	1247.16	1291.63	-0.0652817	0.219059	0.472463	0.552464	0.439474	0.485264	586	0	98	0.999596	0.098566	0.171226	0.101169	0.101184	0.0162343	2081	3026	0	0.0333592
1	0	4632	627	604	894.661	1072.34	1214.04	-0.272468	0.678461	1.03037	1.02002	0.921817	0.841531	448	0	96	0.99899	0.141654	0.229706	0.114409	0.114457	0.0193262	1162	nan	nan	nan
1	1	5968	907	904	1152.71	1221.81	1243.36	-0.0321747	0.20483	0.542976	0.678065	0.513343	0.607918	581	0	97	0.999394	0.0973689	0.166723	0.100854	0.100859	0.0160523	2209	2818	0	0.0338453
2	0	4422	558	540	854.1	1095.47	1174.2	-0.158575	0.965386	1.27995	1.15438	1.16098	0.970639	425	0	99	0.999798	0.153811	0.254636	0.122612	0.122651	0.0211452	971	nan	nan	nan
2	1	6012	1093	1087	1161.21	1166.01	1178.01	-0.0177898	0.0141294	0.133998	0.200835	0.132068	0.187445	562	0	98	0.999596	0.0840126	0.146707	0.0951669	0.0951769	0.0148553	2314	2789	0	0.040058
3	0	4957	627	610	957.435	1178.54	1329.58	-0.271408	0.788963	1.169	1.13964	1.06408	0.966762	487	0	96	0.999192	0.13519	0.231995	0.117619	0.117652	0.0202291	1111	nan	nan	nan
3	1	6099	1029	1016	1178.01	1213.91	1349.52	-0.198093	0.104132	0.330881	0.43224	0.302755	0.371957	580	0	97	0.999394	0.0957691	0.165437	0.0978405	0.0978612	0.0156274	2060	3047	0	0.0371781
4	0	5091	662	653	983.316	1192.86	1322.86	-0.227464	0.728028	1.08087	1.05508	0.998359	0.916877	472	0	100	1	0.146365	0.24396	0.115861	0.115878	0.0185381	1156	nan	nan	nan
4	1	6202	1025	1009	1197.9	1260.5	1322.68	-0.0893219	0.178537	0.413498	0.495651	0.37483	0.420571	569	0	95	0.998788	0.0974036	0.168817	0.099978	0.100003	0.0163586	2078	3151	0	0.0282596
5	0	4813	618	614	929.621	1135.05	1293.6	-0.293411	0.754936	1.10333	1.06613	1.02792	0.939701	434	0	100	1	0.146093	0.238521	0.116639	0.116647	0.0198262	1160	nan	nan	nan
5	1	6028	1034	1029	1164.3	1223.1	1280.21	-0.0844024	0.172577	0.328328	0.365206	0.312971	0.332237	577	0	98	0.999596	0.100548	0.168879	0.0997454	0.0997535	0.0148709	2147	2913	0	0.0397427
6	0	4438	604	593	857.191	1062.4	1138.16	-0.152044	0.817801	1.07773	0.96747	0.989351	0.831063	388	0	100	1	0.147848	0.245606	0.11834	0.118364	0.0210868	1082	nan	nan	nan
6	1	5864	1035	1019	1132.62	1132	1221.71	-0.136291	-0.00186167	0.196482	0.315243	0.173165	0.262182	546	0	97	0.999394	0.0950026	0.165928	0.0947679	0.0947944	0.0152905	2285	2737	0	0.0423405
7	0	4724	629	619	912.431	1115.57	1258.57	-0.269606	0.760592	1.07126	1.00977	0.986468	0.872759	428	0	93	0.998586	0.152234	0.251693	0.116752	0.116773	0.0208491	1134	nan	nan	nan
7	1	6062	1095	1078	1170.86	1246.65	1261.15	-0.0213086	0.221163	0.283678	0.249265	0.253728	0.203939	588	0	97	0.999394	0.0963537	0.167107	0.10103	0.101057	0.0159805	2254	2907	0	0.0433487
8	0	4478	591	578	864.917	1054.37	1182.31	-0.25447	0.748275	1.08399	1.04135	0.990753	0.889105	402	0	99	0.999798	0.135582	0.2318	0.116415	0.116443	0.0204641	1022	nan	nan	nan
8	1	5980	1093	1083	1155.02	1165.23	1201.48	-0.0540129	0.0301756	0.140201	0.195973	0.131536	0.173728	566	0	100	1	0.0847968	0.147324	0.0956117	0.0956281	0.0146339	2255	2822	0	0.0300044
9	0	4987	672	656	963.229	1178.99	1292.77	-0.203221	0.765263	1.06889	1.00172	0.974073	0.850355	459	0	99	0.999798	0.140995	0.237016	0.116864	0.116895	0.0186154	1168	nan	nan	nan
9	1	6257	1070	1053	1208.53	1276.88	1319.02	-0.0599946	0.193264	0.364868	0.4045	0.32896	0.339661	612	0	99	0.999798	0.0919118	0.1603	0.100337	0.100363	0.0150682	2218	3021	0	0.0330934
rep	pop	S	n1	next	theta	pi	thetaH	Hprime	tajd	fulif	fulid	fulifs	fulids	rm	rmmg	nhaps	hdiv	wallb	wallq	rosasrf	rosasru	zns	unique	shared	fixed	Fst
0	0	4598	522	514	888.094	1078.73	1147.76	-0.133717	0.733293	1.25159	1.32248	1.15549	1.1491	418	0	95	0.99899	0.133565	0.225968	0.116174	0.116192	0.0197019	1174	nan	nan	nan
0	1	5901	1082	1069	1139.77	1150.05	1090.56	0.0898066	0.0308183	0.140037	0.195117	0.126419	0.165506	580	0	98	0.999596	0.0811864	0.143704	0.095623	0.0956443	0.0150862	2247	2770	0	0.0317615
1	0	4431	657	646	855.839	1052.41	1097.42	-0.0904735	0.784622	0.93458	0.76964	0.857653	0.659553	421	0	97	0.999394	0.128217	0.218009	0.117284	0.117308	0.0208639	1096	nan	nan	nan
1	1	5676	1009	1004	1096.31	1106.11	1192.79	-0.136044	0.0305624	0.183419	0.264565	0.178643	0.244323	541	0	97	0.999394	0.0914537	0.158386	0.0956702	0.0956788	0.0151491	2121	2732	0	0.0302098
2	0	4577	590	565	884.038	1052.28	1269.19	-0.42209	0.650146	1.0849	1.133	0.967102	0.932461	389	0	98	0.999596	0.147946	0.251475	0.113677	0.11373	0.0220484	996	nan	nan	nan
2	1	6170	1143	1138	1191.72	1206.26	1246.55	-0.0581686	0.0416844	0.112814	0.141689	0.114515	0.138842	598	0	97	0.999394	0.085265	0.149757	0.09591	0.0959179	0.0152428	2299	2865	0	0.0530313
3	0	4840	724	701	934.836	1127.44	1244.66	-0.215736	0.703849	0.897958	0.785483	0.802309	0.64124	475	0	98	0.999596	0.142178	0.241116	0.114989	0.115034	0.0192361	1137	nan	nan	nan
3	1	5961	938	920	1151.36	1218.99	1196.3	0.0339183	0.20073	0.51143	0.631495	0.460778	0.532086	569	0	98	0.999596	0.0937919	0.167422	0.100686	0.100715	0.0156703	2057	2966	0	0.040048
4	0	4860	562	558	938.699	1156.01	1267.56	-0.204437	0.790902	1.25408	1.27357	1.16665	1.11957	480	0	99	0.999798	0.14221	0.236626	0.117781	0.117789	0.0205856	1090	nan	nan	nan
4	1	6232	1085	1071	1203.7	1261.04	1291.75	-0.0438948	0.16278	0.310957	0.346506	0.283691	0.296049	583	0	96	0.999192	0.0970952	0.167522	0.0994435	0.0994654	0.0152905	2192	3005	0	0.0415213
5	0	4556	597	594	879.982	1079.69	1070.17	0.0186219	0.775284	1.08632	1.02027	1.01404	0.902434	443	0	98	0.999596	0.133699	0.229148	0.117188	0.117195	0.0197556	1029	nan	nan	nan
5	1	5846	975	968	1129.14	1153.32	1111.96	0.0630246	0.0731453	0.323205	0.448471	0.304291	0.399202	597	0	98	0.999596	0.0857143	0.152412	0.0969847	0.0969964	0.0157818	2098	2865	0	0.0323457
6	0	4593	638	610	887.129	1059.75	1214.71	-0.300497	0.66474	0.997855	0.98075	0.881294	0.791579	408	0	100	1	0.145035	0.238406	0.113987	0.114045	0.0208992	1104	nan	nan	nan
6	1	5934	1045	1034	1146.14	1183.75	1218.69	-0.0524557	0.112127	0.257314	0.30748	0.237836	0.267785	568	0	100	1	0.0925333	0.161443	0.0979951	0.0980129	0.0159452	2162	2797	0	0.0374314
7	0	4824	521	509	931.746	1184.07	1311.95	-0.236128	0.925153	1.42621	1.42474	1.30989	1.22714	460	0	98	0.999596	0.155505	0.256841	0.121655	0.121679	0.0202815	1095	nan	nan	nan
7	1	5929	980	971	1145.17	1260.13	1268.47	-0.0125329	0.342997	0.497226	0.477975	0.462556	0.420242	572	0	100	1	0.106275	0.180469	0.104623	0.104637	0.015375	2020	2965	0	0.0323685
8	0	4492	587	576	867.621	1088.19	1215.41	-0.252238	0.868449	1.16187	1.05514	1.06718	0.907452	407	0	98	0.999596	0.152082	0.253562	0.119827	0.119851	0.021862	1026	nan	nan	nan
8	1	5781	1019	996	1116.59	1184.52	1225.97	-0.0638734	0.207864	0.33248	0.339365	0.287487	0.265465	570	0	98	0.999596	0.0922145	0.160526	0.100697	0.100736	0.0158008	2102	2827	0	0.0401201
9	0	4706	567	558	908.954	1175.85	1174.64	0.00229338	1.0031	1.33797	1.21232	1.23465	1.05118	452	0	99	0.999798	0.138363	0.233107	0.123735	0.123753	0.020599	1034	nan	nan	nan
9	1	5875	899	886	1134.74	1225.16	1210.23	0.022637	0.272252	0.588611	0.688865	0.539604	0.593176	598	0	97	0.999394	0.0949949	0.163915	0.102751	0.102773	0.0162087	2034	2945	0	0.0332315
rep	pop	S	n1	next	theta	pi	thetaH	Hprime	tajd	fulif	fulid	fulifs	fulids	rm	rmmg	nhaps	hdiv	wallb	wallq	rosasrf	rosasru	zns	unique	shared	fixed	Fst
0	0	4801	631	620	927.303	1137.21	1208.38	-0.132037	0.773331	1.09793	1.04062	1.0094	0.897022	450	0	98	0.999596	0.132083	0.22162	0.117126	0.117149	0.0192755	1087	nan	nan	nan
